title,categories
서울대학교병원 정기 검진,건강;치료
제주도 3박 4일 여행 계획 짜기,여행
(주)네이버 면접 준비,업무;시험
토스팀과 파트너십 미팅,업무;친목
엄마한테 전화하기,가족;통화
과제 마감일!! 잊지말기,학업
헬스장 가서 PT 받기,건강;취미
머리 자르러 미용실 가기,미용
월급날,재무;경제
오늘 그냥 푹 쉬기,휴식
숨만 쉬기,휴식
유튜브 보면서 코딩 공부,학업;취미
사이드 프로젝트 기획 회의,업무;학업;친목
친구 결혼식 축가 연습,친목;봉사;취미
이사갈 집 미리 청소하기,가사
당근마켓에 안쓰는 의자 팔기,경제;구매
주말에 넷플릭스 정주행,취미
보일러 수리 기사님 방문,가사;예약;정기 지출
강아지랑 공원 산책,반려 동물;건강
고양이 모래 전체 갈이,반려 동물;가사
새로운 프로젝트 아이디어 브레인스토밍 회의,업무;친목
분기별 실적 보고서 작성 및 제출,업무
알고리즘 코딩 테스트 온라인 스터디,학업;친목
강남역 맛집에서 팀 회식,업무;친목;휴식
자동차 정기 검사 예약하기,차량 관리;예약
넷플릭스 신작 드라마 정주행,취미;휴식
여름 휴가 맞이 다이어트 식단 짜기,건강;취미
부모님 결혼기념일 선물 고르기,가족;구매
주말에 밀린 책 읽기,취미;휴식
영어 회화 능력 향상을 위한 전화 영어 신청,학업;통화;정기 지출
친구 생일 파티 준비하기,친목
이사할 집 동네 부동산 시세 알아보기,가사;경제
유튜브 채널 아트 디자인 수정,업무;취미
종합소득세 신고 기간 확인 및 서류 준비,세금;업무
건강검진 결과 상담받으러 병원 방문,건강;치료
자취방 인테리어 소품 구매,가사;구매
반려묘 화장실 모래 주문하기,반려 동물;구매
오랜만에 고등학교 동창들과 만나기,친목
새로 산 노트북에 개발 환경 세팅하기,업무;학업
매일 아침 30분씩 요가 하기,건강;취미;휴식
코스트코에서 일주일치 식료품 장보기,구매;가사
이번 달 카드값 명세서 확인하고 결제하기,경제;정기 지출
어머니와 함께 백화점 쇼핑,가족;구매;휴식
주말에 등산 동호회 정기 산행 참여,취미;건강;친목
K팝 댄스 원데이 클래스 신청하기,취미;예약
미뤄뒀던 방 대청소 및 물건 버리기,가사
애인과 기념일 데이트 코스 짜기,연애
퍼스널 트레이닝(PT) 상담 및 등록,건강;예약;정기 지출
데이터 분석 관련 온라인 강의 수강,학업;업무
블로그에 맛집 탐방 후기 포스팅하기,취미;업무
클라이언트 요구사항 분석 및 명세서 작성,업무
신규 입사자 온보딩 교육 준비,업무;친목
딥러닝 논문 세미나 발표 준비,학업
팀원들과 점심 먹고 커피 한잔,업무;친목;휴식
세차 및 내부 청소하기,차량 관리
유튜브 뮤직 플레이리스트 정리,취미
아침 공복 유산소 운동 1시간,건강
조카 돌잔치 참석하기,가족;친목
도서관에서 빌린 책 반납일 확인,취미;학업
중국어 HSK 시험 접수,시험;학업;예약
결혼하는 친구에게 축의금 보내기,친목;경제
전세자금대출 연장 신청 알아보기,재무;가사
개인 프로젝트 깃허브 레포지토리 관리,업무;취미
연말정산을 위한 서류 발급받기,세금
치과 스케일링 예약,치료;건강;예약
새로운 향수 시향하러 매장 방문,미용;구매
강아지 산책용 하네스 새로 사기,반려 동물;구매
동네 친구와 저녁에 치맥 약속,친목;휴식
VSCode 단축키 및 유용한 익스텐션 찾아보기,업무;학업
저녁 식사 후 동네 한 바퀴 산책,건강;휴식
온라인으로 주문한 옷 반품 신청하기,구매
공과금 자동이체 계좌 변경하기,정기 지출;경제
부모님 댁 보일러 수리 알아보기,가족;가사
자전거 동호회 야간 라이딩 참여,취미;건강;친목
가죽 공예 체험 공방 예약,취미;예약
옷장 정리하고 안 입는 옷 기부하기,가사;봉사
애인 부모님 처음 뵙는 날 식사 약속,연애;가족
필라테스 3개월 등록,건강;정기 지출;취미
컴퓨터활용능력 1급 실기 시험 공부,학업;시험
인스타그램에 일상 사진 업로드,취미;친목
신규 서비스 출시를 위한 마케팅 전략 회의,업무
하반기 사업 계획 발표 자료 준비,업무
캡스톤 디자인 프로젝트 중간 발표,학업
동료 결혼식 참석,업무;친목
와이퍼 교체 및 워셔액 보충,차량 관리
스팀 여름 할인 때 게임 구매하기,취미;구매
금주 및 금연 다짐하기,건강
시골에 계신 할머니께 안부 전화 드리기,가족;통화
교보문고 가서 신간 서적 구경하기,취미;구매
일본어 JLPT 성적 확인하기,시험;학업
스터디 그룹 멤버들과 송년회,친목;학업
월세 계약 만료 전 집주인과 통화,가사;통화
노션으로 개인 업무 및 일정 관리 시스템 구축,업무;취미
자동차세 납부하기,세금;차량 관리
"목, 어깨 뻐근해서 한의원 침 맞기",치료;건강
올리브영 세일 기간에 화장품 쇼핑,미용;구매
고양이 츄르 간식 대량 구매,반려 동물;구매
대학 동기들과 연말 홈파티,친목
도커(Docker) 기초 강의 듣기,학업;업무
자기 전 10분 명상으로 스트레스 관리,건강;휴식
배달의민족으로 야식 주문하기,구매
주택청약통장에 10만원 입금,재무;정기 지출
아이 유치원 준비물 챙기기,가족;가사
수영 강습 초급반 등록하기,건강;취미;예약
도예 클래스에서 직접 그릇 만들기,취미
화장실 물때 및 곰팡이 청소,가사
애인이랑 커플링 맞추러 종로 방문,연애;구매
헬스장 GX 프로그램 시간표 확인하기,건강;취미
"파이썬 데이터 분석 라이브러리 (Pandas, Numpy) 공부",학업;업무
여행 사진 정리해서 포토북 만들기,취미;여행
경쟁사 서비스 분석 및 보고서 작성,업무
채용 면접관으로 참여하여 면접 진행,업무
졸업 논문 주제 관련 선행 연구 조사,학업
사내 동호회 신규 회원 모집 공고 올리기,업무;친목
자동차 배터리 방전돼서 긴급출동 부르기,차량 관리
플레이스테이션 신작 타이틀 예약 구매,취미;구매
점심시간에 회사 근처 공원 산책하기,건강;업무
처가댁에 명절 선물 보내기,가족;구매
밀리의 서재에서 읽을 책 다운로드,취미
정보처리기사 필기 시험 원서 접수,시험;예약;학업
친구 집들이 선물 사기,친목;구매
이사 견적 비교 사이트에서 견적 신청,가사;예약
개인 웹사이트 도메인 연장하기,업무;취미;정기 지출
현금영수증 자진발급분 등록하기,세금;경제
눈이 침침해서 안과 검진 받기,치료;건강
면접 대비용으로 헤어샵에서 머리 스타일링 받기,미용;업무
반려견 심장사상충 약 먹이는 날,반려 동물;건강
오랜만에 만난 친구에게 빌려줬던 돈 받기,친목;경제
쿠버네티스(Kubernetes) 스터디 시작하기,학업;업무
퇴근 후 반신욕으로 피로 풀기,건강
오늘의집에서 예쁜 조명 구경하기,가사;구매
연금저축펀드 계좌 개설 및 입금,재무;경제
아이 장난감 정리 및 소독하기,가족;가사
테니스 동호회 주말 정기 모임,취미;건강;친목
베이킹 클래스에서 케이크 만들기,취미;친목
냉장고 정리 및 유통기한 지난 음식 버리기,가사
애인이랑 같이 볼 영화 예매하기,연애;예약
새벽 수영 시작하기,건강;취미
AWS S3 사용법 익히기,학업;업무
여행 브이로그 영상 편집 및 업로드,취미;업무
주간 업무 보고 회의 준비,업무
사내 복지 개선을 위한 설문조사 실시,업무
전공 관련 해외 학회 논문 제출,학업;업무
부서 회식 장소 예약 및 공지,업무;친목;예약
타이어 공기압 체크 및 보충,차량 관리
좋아하는 가수의 콘서트 티켓팅,취미;구매;예약
매일 물 2리터 마시기 챌린지,건강
어버이날 부모님 용돈 봉투 준비,가족;경제
e-book 리더기로 독서하기,취미;휴식
운전면허 필기시험 공부 및 응시,시험;학업
대학교 후배들 밥 사주기,친목
아파트 관리비 내역 확인 및 납부,가사;정기 지출
블로그 스킨 변경 및 위젯 정리,취미;업무
국세청 홈택스에서 연말정산 미리보기,세금
허리 통증으로 정형외과 도수치료 예약,치료;건강;예약
미용실 가서 뿌리염색 하기,미용
동물병원에 반려견 건강검진 문의,반려 동물;건강;통화
친구와 함께 코인노래방 가기,친목;취미
리눅스 기본 명령어 학습,학업;업무
점심 먹고 20분 낮잠 자기,건강
쿠팡 로켓프레시로 신선식품 주문,구매;가사
신용카드 포인트 확인하고 사용하기,경제
아이 어린이집 학부모 상담 주간,가족;학업
주말에 볼링 약속 잡기,친목;취미
플라워 클래스 수강 신청,취미;예약
창문이랑 방충망 청소하기,가사
애인이랑 커플 아이템 쇼핑하기,연애;구매
헬스 끝나고 단백질 보충제 챙겨먹기,건강;취미
SQLD 자격증 취득 준비,시험;학업
찍어둔 사진 보정해서 인화하기,취미
고객사 미팅 후 회의록 작성 및 공유,업무
연차 소진 계획 세우기,업무;휴식
석사 졸업 요건 확인하기,학업
팀 빌딩을 위한 워크숍 기획,업무;친목
자동차 보험 갱신 시기 확인 및 비교 견적,차량 관리;재무
닌텐도 스위치 게임 팩 중고로 팔기,취미;구매;경제
비타민 D 영양제 챙겨먹기,건강
동생 졸업식에 참석해서 축하해주기,가족;친목
오디오북 들으면서 출퇴근하기,취미;학업
TOEIC Speaking 시험 준비,시험;학업
스터디 끝내고 멤버들과 뒷풀이,친목;학업
새로 이사 온 옆집에 인사하기,가사;친목
개인 포트폴리오 사이트 리뉴얼,업무;취미
지방세 고지서 확인 및 납부,세금
사랑니 발치 후 소독하러 치과 방문,치료;건강
네일샵 가서 젤 네일 제거하기,미용
유기견 보호소 봉사활동 신청,봉사;반려 동물
친구랑 같이 롤(LOL) 듀오하기,친목;취미
Git & GitHub 사용법 심화 학습,학업;업무
잠들기 전 스트레칭으로 긴장 완화,건강;휴식
마켓컬리에서 새벽배송 시키기,구매;가사
ISA 계좌 만기 해지 및 재가입 알아보기,재무
아이 예방접종 일정 확인 및 병원 예약,가족;건강;예약
사회인 야구단 주말 리그 경기,취미;건강;친목
캘리그라피 배우기,취미
베란다 텃밭에 상추 모종 심기,가사;취미
애인에게 줄 선물 포장하기,연애;취미
인바디 측정하고 운동 계획 세우기,건강
"자바스크립트 비동기 처리(Promise, async/await) 공부",학업;업무
인상 깊게 본 영화 리뷰 쓰기,취미
성과 평가(KPI) 달성 현황 중간 점검,업무
사내 스터디 그룹 리딩,업무;학업;친목
학위 논문 심사 준비,학업;시험
신입사원 멘토링 프로그램 참여,업무;친목
주유하고 자동세차 돌리기,차량 관리;정기 지출
웹툰 신작 나온 거 몰아보기,취미;휴식
정기 건강검진 예약 날짜 잡기,건강;예약
부모님댁 김치 가지러 가기,가족;가사
새로 나온 자기계발서 읽기,취미;학업
한국사능력검정시험 고급 준비,시험;학업
친구 개업식에 화분 보내기,친목;구매
재활용 쓰레기 분리 배출하는 날,가사
링크드인 프로필 업데이트 및 경력 관리,업무
해외 직구 물품 관세 납부,세금;구매
피부과 가서 트러블 압출 관리 받기,치료;미용
퍼스널 컬러 진단 받고 어울리는 옷 사기,미용;구매
고양이 스크래쳐 교체해주기,반려 동물;가사;구매
친구랑 만나서 수다 떨기,친목;휴식
React.js 프레임워크 공부 시작하기,학업;업무
날씨 좋은 날 공원에서 돗자리 펴고 쉬기,휴식;취미
이케아 가서 가구 구경하고 핫도그 먹기,구매;가사
은행 가서 외화 통장 만들기,재무;경제
아이가 그린 그림 벽에 붙여주기,가족;가사
배드민턴 클럽 저녁 운동,취미;건강;친목
위스키 시음회 참석 신청,취미;친목
에어컨 필터 청소 및 실외기 점검,가사
애인과 커플 마사지 받기,연애;휴식
런닝머신 30분 뛰기,건강;취미
"알고리즘 문제 풀이 사이트(백준, 프로그래머스) 문제 풀기",학업;시험
드론 사서 날리는 법 배우기,취미
연간 사업보고서 초안 작성,업무
조직 개편 관련 타운홀 미팅 참석,업무
포스터 세션 발표 자료 제작,학업;업무
퇴사하는 동료 송별회,업무;친목
블랙박스 영상 확인 및 메모리 포맷,차량 관리
OTT 서비스 구독 해지하기,정기 지출;경제
영양제 정기 구독 신청,건강;정기 지출
사촌동생 대학 합격 축하해주기,가족;친목
철학 고전 강독 모임 참여,취미;학업
공인중개사 시험 준비 인강 듣기,학업;시험
선배에게 취업 관련 조언 구하기,친목;업무
새로 산 가구 조립하기,가사;취미
기술 블로그에 공부한 내용 정리해서 올리기,업무;학업
부가가치세 신고 및 납부,세금;업무
감기 기운 있어서 병원가서 주사 맞기,치료;건강
올리브영에서 마스크팩 대량 구매,미용;구매
반려동물 자동 급식기 시간 설정하기,반려 동물;가사
방탈출 카페 가서 테마 깨기,친목;취미
Vue.js 프로젝트 시작하기,학업;업무
아로마 오일로 힐링 타임 갖기,휴식;건강
당근마켓에서 중고 물건 거래 약속 잡기,구매;경제;친목
주식 계좌에 예수금 입금하기,재무;경제
아이 받아쓰기 연습 도와주기,가족;학업
실내 클라이밍 체험하기,취미;건강
칵테일 제조법 배우기,취미
싱크대 배수구 청소,가사
애인이랑 같이 장 보러 가기,연애;구매
체지방률 감소를 위한 식단 관리,건강
CS(Computer Science) 기초 지식 복습하기,학업;업무
dslr 카메라 들고 출사 나가기,취미
이직 준비를 위한 포트폴리오 업데이트,업무
헤드헌터와 커피챗 약속 잡기,업무;친목
대학원 입학 원서 접수,학업;예약
랜선 회식으로 팀원들과 소통하기,업무;친목
자동차 에어컨 필터 직접 교체하기,차량 관리;취미
고전 게임 에뮬레이터로 플레이하기,취미;휴식
수면의 질을 높이기 위해 일찍 잠자리에 들기,건강;휴식
온라인으로 부모님 선물 주문하기,가족;구매
시사 교양 잡지 정기구독 신청,학업;취미;정기 지출
GTQ 포토샵 자격증 시험 준비,학업;시험
취업한 친구에게 한턱 쏘기,친목;경제
집안 환기 시키고 공기청정기 필터 교체,가사
Velog에 개발 일지 작성하기,업무;학업
연말정산 간소화 서비스 자료 조회,세금
코로나 자가진단키트로 검사하기,건강;치료
로드샵 세일할 때 틴트 쟁여두기,미용;구매
펫시터 알아보고 예약하기,반려 동물;예약
친구랑 만나서 보드게임하기,친목;취미
Node.js로 간단한 서버 만들어보기,학업;업무
좋아하는 음악 들으면서 멍때리기,휴식
다이소 가서 생활용품 사기,구매;가사
카카오뱅크 26주 적금 만기 해지,재무
아이 숙제 도와주기,가족;학업
주말 축구 경기 뛰기,취미;건강;친목
프랑스 자수 배우기,취미
서랍 정리하고 안 쓰는 물건 버리기,가사
애인이랑 한강 데이트하기,연애;휴식
홈트레이닝으로 근력 운동하기,건강;취미
"네트워크 기초(TCP/IP, HTTP) 공부",학업;업무
필름 카메라 현상소에 맡기기,취미;구매
타 부서와 협업을 위한 정기 미팅,업무
업무 자동화를 위한 파이썬 스크립트 작성,업무;학업
교수님께 추천서 부탁드리기,학업;업무
회사 동료 집들이 참석,업무;친목
자동차 워셔액 사서 보충하기,차량 관리;구매
레고 조립하며 시간 보내기,취미;휴식
새해 맞이 운동 계획 세우기,건강;취미
가족사진 촬영 예약 및 의상 준비,가족;예약;미용
팟캐스트 들으면서 설거지하기,취미;가사
실용글쓰기 자격증 시험 공부,학업;시험
오랜만에 만난 친구와 인생네컷 찍기,친목;취미
음식물 쓰레기 버리기,가사
사이드 프로젝트 아이디어 구체화하기,업무;취미
"소득공제, 세액공제 항목 확인하기",세금;재무
독감 예방접종 맞으러 병원 방문,건강;치료
아이브로우바 가서 눈썹 정리 받기,미용
반려동물 동반 가능한 식당 검색하기,반려 동물;휴식
친구랑 PC방 가서 게임하기,친목;취미
운영체제(OS) 핵심 개념 다시 보기,학업;업무
해먹에 누워서 낮잠 자기,휴식;취미
무인양품에서 정리함 사기,구매;가사
가계부 어플로 한 달 지출 내역 분석,재무;경제
아이와 함께 쿠키 만들기,가족;취미
친구들과 농구 한 게임 하기,친목;건강;취미
팝업스토어 방문해서 굿즈 사기,취미;구매
신발장 정리하고 신발 닦기,가사
애인에게 줄 편지 쓰기,연애;취미
자전거 타고 동네 한바퀴 돌기,건강;취미;휴식
데이터베이스 정규화 과정 공부하기,학업;업무
컬러링북 색칠하며 스트레스 풀기,취미;휴식
김민준과 강남역 알부자에서 저녁 약속,친목;휴식
이서연 대리님과 삼성전자 서초사옥에서 기술 미팅,업무
박지훈이랑 코엑스 메가박스에서 영화 보기,친목;취미
가족들과 잠실 롯데월드타워 전망대 방문,가족;휴식
최수빈 교수님께 이메일로 논문 초안 보내기,학업;업무
정예은과 성수동 편집샵 투어,친목;구매;휴식
부산 광안리 해수욕장에서 밤바다 구경,여행;휴식
엄마랑 신촌 세브란스병원에 진료 받으러 가기,가족;건강;치료
강도윤과 여의도 IFC몰에서 쇼핑 데이트,연애;구매
아이들과 함께 과천 서울대공원 나들이,가족;취미
서울대학교 관악캠퍼스에서 중앙도서관 방문,학업;휴식
외국인 친구 벤자민에게 경복궁 안내해주기,친목;여행
카카오 판교오피스에서 인턴십 면접,업무;시험
연남동 카페거리에서 디저트 맛집 탐방,취미;휴식
이다솜과 이태원 라운지 바에서 칵테일 마시기,친목;휴식
종로 익선동에서 한옥 레스토랑 예약,친목;예약;휴식
아빠 차 제네시스 G80 시승해보기,차량 관리;가족
전주 한옥마을에서 길거리 음식 사먹기,여행;구매
할머니 모시고 서울아산병원 정기 검진,가족;건강
배달의민족으로 BHC 치킨 주문,구매
압구정 갤러리아 백화점에서 명품 쇼핑,구매;휴식
(주)LG 트윈타워 본사에서 최종 발표,업무
남산타워 케이블카 타고 올라가기,여행
오버워치 경쟁전 듀오 돌리기,취미;친목
명동교자에서 칼국수랑 만두 먹기,구매
고려대학교 '입실렌티' 축제 참여,친목;취미;휴식
쿠팡에서 로켓프레시로 장보기,구매
건대 양꼬치 골목에서 칭따오랑 한잔,친목;휴식
강북삼성병원에 건강검진 예약하기,건강;예약;치료
팀원들과 DDP에서 열리는 서울패션위크 관람,업무;친목;취미
박서아와 올림픽공원 들꽃마루에서 사진 찍기,친목;휴식
SKT 본사에서 박진우 매니저님과 점심 미팅,업무;친목
용산 CGV에서 아이맥스로 '오펜하이머' 관람,취미;휴식
동생이랑 하남 스타필드 아쿠아필드에서 찜질하기,가족;휴식
한양대학교에서 열리는 채용박람회 참석,학업;업무
김하윤과 신사동 가로수길에서 브런치,친목;휴식
대전 성심당에서 튀김소보로랑 부추빵 사기,여행;구매
아빠 모시고 분당 서울대학교병원 외래 진료,가족;건강;치료
최아린과 북촌 한옥마을에서 한복 체험,친목;취미;휴식
아이 데리고 파주 헤이리마을 방문,가족;여행
성균관대학교 자연과학캠퍼스에서 랩미팅,학업;업무
광화문 교보문고에서 베스트셀러 구경하기,취미;구매
토스팀과 강남역에서 저녁 회식,업무;친목
망원시장 가서 닭강정이랑 고로케 사먹기,구매;휴식
이지안과 강릉 경포해변에서 조개구이 먹기,친목;여행
을지로 만선호프에서 노가리에 생맥주,친목;휴식
엄마 차 기아 K5 엔진오일 교환 예약,차량 관리;가족;예약
속초 중앙시장에서 회 포장해오기,여행;구매
고향 친구 최민준 병문안 가기,친목;건강
요기요에서 굽네치킨 고추바사삭 주문,구매
청담동 드레스가든에서 열리는 결혼식 참석,친목;가족
현대자동차 울산공장 견학 신청,업무;학업;예약
63빌딩 파빌리온 뷔페에서 가족 외식,가족;휴식
홍대 버스킹 존에서 춤 구경하기,취미
동대문종합시장에서 원단이랑 부자재 쇼핑,구매;취미
연세대학교 '아카라카' 축제 티켓팅,친목;취미;구매
G마켓에서 빅스마일데이 할인 상품 구경,구매
신림동 순대타운에서 친구들이랑 저녁식사,친목;휴식
여의도성모병원 안과에 예약하기,건강;치료;예약
회사 동료들이랑 광장시장 가서 빈대떡에 막걸리,업무;친목;휴식
조카 서준이 데리고 타요 키즈카페 가기,가족;휴식
(주)현대카드 본사에서 인턴 동기들과 점심,업무;친목
수원화성 행궁동에서 데이트,연애;휴식
인천 차이나타운에서 짜장면 먹기,여행
제주도 우도에서 땅콩 아이스크림 먹기,여행;휴식
가족들과 강원도 켄싱턴 호텔로 호캉스,가족;여행;휴식
친구들이랑 가평 빠지 놀러가기,친목;여행;취미
애인이랑 남이섬으로 당일치기 여행,연애;여행
"선배 결혼식, 더라빌에서 열림",친목;업무
부산 자갈치시장에서 생선구이 정식 먹기,여행
대구 동성로에서 쇼핑하고 놀기,구매
광주 펭귄마을 구경가기,여행;취미
춘천에서 닭갈비 먹고 소양강 스카이워크 걷기,여행
경주 황리단길에서 한옥 카페 가기,여행;휴식
여수 밤바다 보면서 낭만포차 가기,여행;휴식
통영 동피랑 마을에서 벽화 구경,여행;취미
군산 철길마을에서 교복 빌려입고 사진찍기,여행;취미
안동 하회마을 방문,여행
포항 호미곶에서 해돋이 보기,여행
순천만국가정원 둘러보기,여행
보성 녹차밭 대한다원 방문,여행
담양 죽녹원에서 산책하기,여행;휴식
해남 땅끝마을 전망대 올라가기,여행
단양 패러글라이딩 체험 예약,여행;취미;예약
정동진역에서 일출 보기,여행
울릉도 나리분지 트래킹,여행;건강
독도 전망대 케이블카 타기,여행
김유정역에서 레일바이크 타기,여행;취미
인제 자작나무 숲에서 사진 찍기,여행;취미
평창 양떼목장에서 양 먹이주기 체험,여행;취미
민수랑 코엑스에서 열리는 서울일러스트레이션페어 가기,친목;취미
지윤이랑 롯데월드몰 아크앤북에서 책 구경,친목;휴식
현식이랑 강남역에서 술 약속,친목;휴식
엄마랑 목동 자생한방병원 방문,가족;건강;치료
유진이랑 신세계백화점 강남점에서 쇼핑,친목;구매
이철수 교수님 연구실 찾아뵙고 진로 상담,학업;업무
판교 현대백화점에서 저녁 식사 약속,친목;휴식
혜진이랑 국민은행 가서 청년희망적금 만기 수령,친목;재무
서울대학교병원에서 정기 검진 받기,건강;치료
지현이랑 제주도 3박 4일 여행 계획 짜기,친목;여행
(주)네이버 1784에서 개발자 컨퍼런스 참석,업무;학업
토스팀 리더 김성민님과 커피챗,업무;친목
영희한테 전화해서 안부 묻기,친목;통화
"과제 마감일, 스타벅스에서 밤샘 작업",학업
피지컬갤러리 김계란과 함께하는 헬스 특강 참여,건강;취미;학업
준오헤어 가서 머리 자르기,미용
"월급날, TOSS뱅크 잔고 확인",재무;경제
이번 주말엔 CGV에서 영화보며 푹 쉬기,휴식;취미
"유튜브 보고 집에서 홈트, 허벅지 운동",건강;취미
"사이드 프로젝트 '오늘 뭐먹지' 기획 회의, with 동훈, 성우",업무;학업;친목
다음주 이사갈 오피스텔 e편한세상 미리 청소,가사
당근마켓에서 이케아 의자 팔기,경제;구매
주말에 넷플릭스로 '오징어게임' 정주행,취미
"보일러 고장, 경동나비엔 AS 기사님 방문 예약",가사;예약
반려견 '마루'와 함께 서울숲 산책,반려 동물;건강
"고양이 '나비' 모래, 쿠팡에서 주문하기",반려 동물;구매
민지와 여의도 한강공원에서 치맥,친목;휴식
재민이랑 삼성 강남에서 갤럭시S24 기능 체험,친목;취미
서현이랑 AK플라자에서 만나서 점심,친목;휴식
서준이랑 교보문고 광화문점에서 문제집 사기,친목;구매
정훈이랑 용산역 아이파크몰에서 건담 구경,친목;취미
가은이랑 롯데시네마 월드타워에서 '인사이드아웃2' 보기,친목;취미
동생이랑 홍대 카카오프렌즈샵 방문,가족;구매
은지랑 성수동 LCDC에서 사진 전시회 관람,친목;취미
사촌동생이랑 인천공항으로 해외여행 출발,가족;여행
팀장님과 함께 GFC 역삼에서 클라이언트 접대,업무;친목
수빈이랑 경리단길에서 저녁 먹고 남산 구경,친목;휴식
애인이랑 파주 롯데프리미엄아울렛 쇼핑,연애;구매
부모님 모시고 쉐라톤 호텔 뷔페에서 식사,가족;휴식
동기들과 함께 KT&G 상상마당에서 연극 보기,친목;취미
(주)SK하이닉스 이천캠퍼스 최종 면접,업무;시험
인사동 찻집에서 유과랑 전통차 마시기,취미
애인이랑 DDP에서 밤도깨비 야시장 데이트,연애;구매
영등포 타임스퀘어에서 친구 생일선물 고르기,친목;구매
아빠랑 같이 아우디 매장가서 A6 시승,가족;차량 관리
강릉 안목해변 카페거리에서 커피 한 잔,여행;휴식
서울성모병원에 할아버지 병문안 가기,가족;건강
배민1으로 시킨 족발 야식으로 먹기,구매
압구정 현대백화점 본점에서 쇼핑,구매;휴식
LG전자 R&D 캠퍼스에서 기술 교류회 참석,업무;학업
63아트 미술관에서 전시회 관람,취미;휴식
친구랑 롤파크에서 LCK 직관,친목;취미
광화문 D타워에서 소개팅 약속,친목;연애
연세대 신촌캠퍼스에서 동아리방 모임,친목;학업
11번가에서 아마존 직구 상품 주문,구매
노량진 수산시장에서 회 떠서 먹기,구매;휴식
아주대학교병원에 진료 예약 문의,건강;예약;통화
삼성역 코엑스 별마당도서관에서 시간 보내기,취미
김민준이랑 김포 현대프리미엄아울렛에서 쇼핑,친목;구매
최서연과 동대문엽기떡볶이 본점에서 떡볶이 먹기,친목;휴식
박지훈과 잠실야구장에서 LG트윈스 경기 관람,친목;취미
가족들과 에버랜드 튤립 축제 가기,가족;여행
이도현 교수님과 줌으로 온라인 면담,학업;업무;통화
정예은과 해방촌 루프탑 카페에서 브런치,친목;휴식
대구 이월드 83타워에서 야경 보기,여행;휴식
어머니랑 부산 신세계 센텀시티 스파랜드 가기,가족;휴식
강하윤과 전주 한옥마을에서 교복 데이트,연애;휴식
아이들과 함께 경주월드 어뮤즈먼트 방문,가족;여행
고려대학교 안암캠퍼스 정경대에서 스터디,학업;친목
"지인 결혼식 참석, 장소는 서초 더바인",친목
쿠팡이츠로 블루보틀 커피 배달시키기,구매;휴식
연남동 소품샵 '네온문' 구경,취미;구매
최지우와 홍대 T팩토리에서 VR 체험,친목;취미
종로 광장시장에서 육회랑 빈대떡 먹기,구매
테슬라 모델3 시승 신청하기,차량 관리;예약
"경주 불국사, 석굴암 둘러보기",여행
아산병원 장례식장에 문상 가기,친목;가족
SSG.COM에서 이마트 쓱배송 주문하기,구매
청담 분더샵에서 아이쇼핑하기,구매;휴식
하나은행 본점에서 대출 상담받기,재무;경제
롯데월드 어드벤처에서 신밧드의모험 타기,취미
친구랑 올리브영 가서 화장품 테스트하기,친목;미용
이태원 현대카드 뮤직 라이브러리 방문,취미;휴식
중앙대학교 흑석캠퍼스에서 축제 즐기기,친목;휴식
티몬에서 특가로 나온 여행 상품 결제,구매;여행
마장동 축산물시장에서 한우 사서 먹기,구매
서울의료원 강남분원에 예방접종 예약,건강;치료;예약
팀원들과 스크린골프존에서 내기 골프,친목;취미
김서아와 송리단길 맛집 '단디'에서 대창덮밥 먹기,친목;연애
이하준과 CGV 왕십리점에서 심야영화,친목;취미
오지안과 함께 국립중앙박물관 특별전 관람,친목;취미
가족들과 포천 허브아일랜드 불빛동화축제 방문,가족;여행
김도윤 교수님과 이메일로 졸업 요건 상담,학업;통화
박나은과 익선동 한옥 카페에서 수다 떨기,친목;휴식
광주 양림동 펭귄마을 구경,여행;취미
아버지와 함께 삼성서울병원에서 건강검진,가족;건강
최유나랑 롯데월드몰에서 아쿠아리움 데이트,연애;취미
아들램 데리고 인천 파라다이스시티 씨메르 방문,가족;휴식
서강대학교 도서관에서 논문 자료 찾기,학업
친구들과 방이동 먹자골목에서 술 한잔,친목;휴식
네이버웹툰 본사에서 작가 미팅,업무
가로수길 애플스토어에서 아이폰 수리 맡기기,구매;가사
이시우와 북서울꿈의숲에서 산책,친목;휴식
을지로 힙지로 카페에서 커피 마시기,휴식
BMW 드라이빙 센터에서 M시리즈 체험,차량 관리;취미
담양 소쇄원 방문하기,여행;휴식
건국대학교병원에 진료 결과 문의 전화,건강;치료;통화
마켓컬리에서 장보기,구매
반포 신세계백화점에서 발렌시아가 쇼핑,구매
KB국민은행 명동 본점에서 환전하기,경제;재무
코엑스 아쿠아리움에서 데이트,연애
인사동 쌈지길에서 공방 체험하기,취미
경희대학교 서울캠퍼스 평화의전당에서 열리는 콘서트,취미;휴식
위메프에서 할인하는 뮤지컬 티켓 예매,구매;예약;취미
공덕 족발골목에서 회사 동료들과 회식,업무;친목
한림대학교 성심병원에 예약 변경 전화,건강;예약;통화
팀 프로젝트 회의하러 강남 토즈 예약,업무;친목;예약
조카 선물 사러 잠실 토이저러스 방문,가족;구매
현대모비스 연구소에서 협력사 미팅,업무
가평 아침고요수목원 오색별빛정원전 보러가기,여행;휴식
양양 서피비치에서 서핑 강습 받기,여행;취미;학업
